fecha,tmed,tmin,tmax,dir,velmedia,racha,presMin,presMax,prec,rain
2004-12-31,11.6,6.0,17.2,16.0,1.4,4.4,,,0.0,0
2005-01-01,12.6,4.9,20.3,28.0,1.9,8.6,,,0.0,0
2005-01-02,14.8,8.5,21.1,28.0,1.4,8.1,,,0.0,0
2005-01-03,11.8,8.4,15.3,13.0,2.8,7.5,,,0.0,0
2005-01-04,12.5,8.7,16.3,12.0,2.5,8.9,,,0.0,0
2005-01-05,12.2,7.7,16.6,11.0,1.1,6.7,,,0.0,0
2005-01-06,11.2,5.4,17.0,11.0,2.5,6.4,,,0.0,0
2005-01-07,10.6,5.8,15.4,15.0,2.2,6.4,,,0.0,0
2005-01-08,11.6,7.2,15.9,20.0,1.1,4.2,,,0.0,0
2005-01-09,10.4,7.3,13.4,11.0,1.7,6.1,,,0.0,0
2005-01-10,11.6,7.0,16.2,12.0,0.8,4.4,,,0.0,0
2005-01-11,11.0,4.9,17.0,31.0,1.7,4.4,,,0.0,0
2005-01-12,11.0,4.6,17.3,20.0,1.7,4.7,,,0.0,0
2005-01-13,10.9,4.2,17.6,12.0,0.6,3.9,,,0.0,0
2005-01-14,10.3,4.3,16.3,15.0,1.4,4.4,,,0.0,0
2005-01-15,11.1,6.2,16.0,16.0,1.7,4.7,,,0.0,0
2005-01-16,12.9,7.8,18.0,12.0,1.7,5.3,,,0.0,0
2005-01-17,12.6,8.6,16.6,14.0,1.1,6.7,,,0.2,1
2005-01-18,13.2,6.0,20.4,30.0,3.3,12.2,,,0.0,0
2005-01-19,15.3,9.2,21.4,31.0,2.5,15.8,,,0.0,0
2005-01-20,15.6,10.0,21.1,28.0,2.2,5.3,,,0.0,0
2005-01-21,15.6,8.9,22.4,31.0,1.4,5.0,,,0.0,0
2005-01-22,17.2,12.1,22.4,26.0,1.9,7.8,,,0.0,0
2005-01-23,12.6,7.3,17.8,27.0,1.7,6.7,,,0.0,0
2005-01-24,13.4,9.9,17.0,26.0,3.3,11.7,,,0.0,0
2005-01-25,11.0,5.4,16.7,27.0,2.5,9.2,,,0.0,0
2005-01-26,7.2,2.9,11.6,21.0,2.2,11.4,,,0.0,0
2005-01-27,4.4,-0.2,9.1,30.0,3.3,10.8,,,0.0,0
2005-01-28,5.8,0.2,11.3,26.0,4.4,11.4,,,0.0,0
2005-01-29,9.5,4.5,14.5,28.0,3.1,10.3,,,0.0,0
2005-01-30,9.4,5.6,13.2,28.0,4.4,11.1,,,2.0,1
2005-01-31,8.9,4.2,13.6,12.0,2.5,7.2,,,0.1,1
2005-02-01,10.1,3.5,16.7,19.0,1.9,6.1,,,0.0,0
2005-02-02,9.8,3.5,16.2,12.0,1.7,6.4,,,0.0,0
2005-02-03,11.5,6.4,16.6,12.0,1.7,5.6,,,0.0,0
2005-02-04,10.2,6.7,13.6,15.0,1.7,9.4,,,7.9,1
2005-02-05,12.2,7.4,17.1,14.0,1.9,8.9,,,0.0,0
2005-02-06,9.6,6.6,12.7,26.0,1.4,5.3,,,24.0,1
2005-02-07,10.6,7.4,13.9,11.0,1.9,6.9,,,7.9,1
2005-02-08,11.8,7.1,16.5,12.0,1.7,11.4,,,0.0,0
2005-02-09,11.5,6.7,16.3,28.0,2.2,5.8,,,0.0,0
2005-02-10,11.2,6.4,15.9,13.0,3.6,10.6,,,0.0,0
2005-02-11,11.7,6.9,16.5,15.0,1.9,6.1,,,0.0,0
2005-02-12,12.2,5.8,18.5,34.0,1.9,5.6,,,0.0,0
2005-02-13,16.4,8.7,24.0,32.0,3.6,12.2,,,0.0,0
2005-02-14,13.0,8.3,17.8,12.0,3.3,13.1,,,0.0,0
2005-02-15,12.2,6.9,17.5,32.0,2.2,10.3,,,0.0,0
2005-02-16,10.7,5.5,15.9,26.0,2.8,8.6,,,0.0,0
2005-02-17,9.4,2.6,16.3,24.0,3.1,8.1,,,0.6,1
2005-02-18,9.4,4.8,14.0,15.0,3.1,9.2,,,0.0,0
2005-02-19,11.8,5.6,17.9,28.0,2.5,9.2,,,0.0,0
2005-02-20,13.6,8.5,18.8,29.0,3.1,12.5,,,0.0,0
2005-02-21,11.3,6.3,16.3,29.0,2.8,12.8,,,0.0,0
2005-02-22,9.8,2.7,17.0,27.0,1.7,8.3,,,0.0,0
2005-02-23,13.2,7.4,18.9,29.0,2.8,9.4,,,0.0,0
2005-02-24,12.2,7.0,17.3,15.0,2.5,6.1,,,0.0,0
2005-02-25,12.2,6.6,17.7,1.0,1.4,6.1,,,2.9,1
2005-02-26,11.0,5.4,16.6,20.0,2.2,8.3,,,0.3,1
2005-02-27,8.5,6.7,10.3,12.0,2.5,11.4,,,18.9,1
2005-02-28,8.4,7.3,9.4,11.0,3.3,12.5,,,30.0,1
2005-03-01,7.6,6.3,8.8,12.0,1.7,7.8,,,23.5,1
2005-03-02,,,,,1.7,,,,0.3,1
2005-03-03,10.8,6.1,15.6,20.0,1.7,4.7,,,12.5,1
2005-03-04,8.0,6.5,9.4,35.0,2.5,7.2,,,15.6,1
2005-03-05,10.2,3.8,16.5,26.0,2.2,7.2,,,0.0,0
2005-03-06,11.4,6.1,16.6,29.0,2.8,10.3,,,0.0,0
2005-03-07,11.8,6.2,17.5,35.0,2.8,8.1,,,0.0,0
2005-03-08,9.6,5.2,14.1,12.0,3.1,8.9,,,0.0,0
2005-03-09,9.4,3.7,15.2,14.0,2.2,7.5,,,0.0,0
2005-03-10,10.4,4.4,16.3,12.0,1.7,5.6,,,0.5,1
2005-03-11,13.8,9.5,18.0,28.0,0.8,4.4,,,0.1,1
2005-03-12,12.4,10.7,14.2,12.0,2.8,8.1,,,0.0,0
2005-03-13,13.0,8.3,17.6,12.0,2.2,6.9,,,0.0,0
2005-03-14,13.8,11.1,16.5,14.0,1.4,6.4,,,0.0,0
2005-03-15,14.0,9.0,19.1,18.0,2.2,8.3,,,0.0,0
2005-03-16,15.6,13.1,18.1,13.0,2.5,7.8,,,0.2,1
2005-03-17,15.0,12.8,17.2,11.0,3.3,9.4,,,0.0,0
2005-03-18,15.2,13.4,16.9,13.0,4.2,10.6,,,0.0,0
2005-03-19,15.6,13.3,17.8,14.0,2.5,6.1,,,0.0,0
2005-03-20,15.2,11.9,18.4,13.0,1.7,4.4,,,0.0,0
2005-03-21,17.8,13.4,22.2,12.0,1.9,8.3,,,1.5,1
2005-03-22,19.2,14.0,24.4,17.0,2.2,6.9,,,1.0,1
2005-03-23,16.4,14.0,18.8,11.0,1.1,4.7,,,1.8,1
2005-03-24,17.0,13.0,20.9,13.0,1.9,7.5,,,0.0,0
2005-03-25,16.8,13.0,20.5,11.0,2.2,8.3,,,0.0,0
2005-03-26,15.0,11.7,18.4,22.0,0.8,7.5,,,1.8,1
2005-03-27,15.1,10.2,20.0,29.0,2.8,9.2,,,0.0,0
2005-03-28,17.9,13.7,22.1,30.0,3.1,9.7,,,0.0,0
2005-03-29,18.2,13.8,22.6,29.0,3.1,12.2,,,0.0,0
2005-03-30,20.3,13.8,26.8,27.0,3.1,8.6,,,0.0,0
2005-03-31,18.4,13.5,23.4,13.0,2.8,8.6,,,0.0,0
2005-04-01,16.5,10.9,22.1,18.0,2.5,7.8,,,0.4,1
2005-04-02,13.3,10.4,16.2,12.0,2.8,6.9,,,8.0,1
2005-04-03,15.0,10.5,19.6,14.0,2.5,6.4,,,0.0,0
2005-04-04,16.2,12.3,20.1,15.0,1.9,6.4,,,0.0,0
2005-04-05,14.3,10.3,18.3,14.0,3.6,10.3,,,0.0,0
2005-04-06,16.4,13.5,19.3,12.0,2.8,10.3,,,0.0,0
2005-04-07,15.1,11.1,19.1,15.0,1.7,6.1,,,0.0,0
2005-04-08,18.4,12.0,24.8,33.0,2.2,10.6,,,0.0,0
2005-04-09,15.8,11.5,20.0,15.0,3.1,9.2,,,0.0,0
2005-04-10,14.2,10.4,18.0,26.0,2.8,8.9,,,0.0,0
2005-04-11,16.9,11.9,21.9,29.0,3.3,11.7,,,0.0,0
2005-04-12,15.9,9.6,22.2,12.0,3.1,8.3,,,0.0,0
2005-04-13,16.2,10.3,22.0,30.0,3.1,8.6,,,0.0,0
2005-04-14,17.3,9.3,25.3,26.0,3.1,13.6,,,0.0,0
2005-04-15,16.8,13.2,20.4,28.0,3.6,14.7,,,0.0,0
2005-04-16,15.7,10.5,20.9,28.0,3.9,11.7,,,0.0,0
2005-04-17,18.8,12.4,25.1,29.0,3.1,11.1,,,0.0,0
2005-04-18,19.3,16.2,22.4,32.0,2.8,11.7,,,0.0,0
2005-04-19,18.0,13.2,22.7,29.0,4.4,11.9,,,0.0,0
2005-04-20,19.5,14.0,25.0,28.0,3.9,10.6,,,0.0,0
2005-04-21,21.9,15.1,28.7,1.0,3.3,9.7,,,0.0,0
2005-04-22,22.4,15.3,29.4,27.0,1.9,10.8,,,0.0,0
2005-04-23,19.6,16.8,22.4,28.0,1.9,6.9,,,0.0,0
2005-04-24,21.0,16.7,25.4,28.0,2.8,10.3,,,0.0,0
2005-04-25,18.2,13.6,22.9,14.0,4.2,10.0,,,0.0,0
2005-04-26,17.2,10.5,24.0,14.0,2.5,7.8,,,0.0,0
2005-04-27,17.4,12.8,22.1,13.0,2.8,7.8,,,0.0,0
2005-04-28,17.4,11.2,23.5,13.0,2.5,7.5,,,0.0,0
2005-04-29,16.2,10.9,21.5,13.0,2.2,8.6,,,0.0,0
2005-04-30,18.3,13.7,22.9,14.0,2.2,6.1,,,0.0,0
2005-05-01,18.0,13.4,22.7,9.0,2.2,8.1,,,0.7,1
2005-05-02,19.4,16.4,22.5,26.0,2.8,12.5,,,0.1,1
2005-05-03,22.1,17.4,26.8,26.0,2.8,6.1,,,0.0,0
2005-05-04,21.2,15.5,26.9,12.0,2.2,8.1,,,0.0,0
2005-05-05,19.8,16.8,22.9,11.0,3.1,10.0,,,0.1,1
2005-05-06,20.0,16.8,23.1,13.0,3.1,6.9,,,0.0,0
2005-05-07,18.4,12.4,24.5,14.0,2.8,6.1,,,0.0,0
2005-05-08,23.2,14.5,32.0,19.0,2.8,8.3,,,0.0,0
2005-05-09,24.8,18.8,30.7,1.0,2.8,10.3,,,0.0,0
2005-05-10,23.7,16.8,30.6,26.0,2.5,9.7,,,0.0,0
2005-05-11,21.4,16.8,25.9,8.0,3.3,7.8,,,0.1,1
2005-05-12,19.4,14.9,24.0,25.0,5.6,14.4,,,0.0,0
2005-05-13,19.4,15.2,23.6,32.0,2.8,12.2,,,0.0,0
2005-05-14,20.3,13.4,27.2,27.0,3.1,8.3,,,0.0,0
2005-05-15,19.4,14.2,24.5,8.0,2.8,10.0,,,0.0,0
2005-05-16,21.0,15.6,26.5,26.0,3.9,13.3,,,0.0,0
2005-05-17,19.0,13.7,24.2,30.0,2.5,11.7,,,0.0,0
2005-05-18,20.2,15.6,24.8,12.0,2.5,6.4,,,0.0,0
2005-05-19,20.0,14.0,26.1,12.0,3.3,8.9,,,0.0,0
2005-05-20,21.7,14.4,29.0,15.0,3.3,6.9,,,0.0,0
2005-05-21,20.8,16.0,25.6,10.0,2.8,8.6,,,0.0,0
2005-05-22,24.8,19.9,29.6,34.0,2.5,11.1,,,0.0,0
2005-05-23,20.7,16.9,24.5,12.0,4.7,13.6,,,0.0,0
2005-05-24,20.8,17.4,24.2,13.0,2.8,8.9,,,0.0,0
2005-05-25,20.2,15.1,25.2,18.0,3.1,8.9,,,0.0,0
2005-05-26,18.8,14.4,23.1,13.0,2.2,7.2,,,0.0,0
2005-05-27,19.8,15.1,24.6,13.0,2.2,6.7,,,0.0,0
2005-05-28,20.1,15.8,24.4,13.0,2.8,7.8,,,0.0,0
2005-05-29,22.6,17.9,27.4,19.0,2.5,10.8,,,4.1,1
2005-05-30,21.8,17.7,25.9,24.0,2.5,11.1,,,0.0,0
2005-05-31,23.4,18.7,28.2,18.0,3.1,8.9,,,0.0,0
2005-06-01,22.4,19.2,25.7,13.0,2.8,8.6,,,0.0,0
2005-06-02,22.2,17.8,26.7,19.0,3.1,8.9,,,0.0,0
2005-06-03,21.8,16.6,27.1,12.0,2.2,7.2,,,0.0,0
2005-06-04,23.0,17.5,28.6,13.0,2.5,7.2,,,0.0,0
2005-06-05,21.4,17.3,25.5,13.0,2.5,8.3,,,0.0,0
2005-06-06,21.2,17.4,24.9,13.0,2.2,6.7,,,0.0,0
2005-06-07,23.0,19.8,26.2,16.0,2.5,8.3,,,0.0,0
2005-06-08,23.2,18.6,27.9,13.0,2.8,8.3,,,0.0,0
2005-06-09,23.2,19.0,27.3,15.0,2.8,8.6,,,0.0,0
2005-06-10,21.6,17.0,26.2,13.0,2.2,6.9,,,0.0,0
2005-06-11,23.8,17.9,29.8,13.0,2.5,7.8,,,0.0,0
2005-06-12,24.4,19.1,29.7,23.0,2.8,10.3,,,0.0,0
2005-06-13,24.2,19.5,28.8,29.0,2.5,10.3,,,0.0,0
2005-06-14,25.2,18.8,31.6,27.0,3.3,9.2,,,0.0,0
2005-06-15,23.9,19.4,28.4,15.0,2.2,6.7,,,0.0,0
2005-06-16,24.2,17.7,30.8,14.0,2.8,6.4,,,0.0,0
2005-06-17,25.0,19.2,30.8,10.0,3.9,10.8,,,0.0,0
2005-06-18,23.4,19.7,27.0,14.0,3.1,8.9,,,0.0,0
2005-06-19,24.2,18.3,30.1,16.0,2.2,7.2,,,0.0,0
2005-06-20,24.2,18.6,29.7,15.0,2.2,7.2,,,0.0,0
2005-06-21,25.2,19.9,30.4,11.0,2.5,5.6,,,0.0,0
2005-06-22,25.6,18.9,32.4,10.0,2.2,7.5,,,0.0,0
2005-06-23,27.7,22.4,33.0,15.0,2.2,6.9,,,0.0,0
2005-06-24,25.2,19.9,30.5,11.0,2.5,7.2,,,0.0,0
2005-06-25,24.4,20.0,28.9,10.0,3.1,8.9,,,0.0,0
2005-06-26,24.8,18.3,31.3,10.0,3.1,7.5,,,0.0,0
2005-06-27,24.8,20.9,28.6,13.0,2.5,7.5,,,0.1,1
2005-06-28,26.8,21.0,32.7,26.0,3.9,8.6,,,0.0,0
2005-06-29,28.4,21.9,34.9,27.0,4.2,11.9,,,0.0,0
2005-06-30,29.2,22.5,35.9,28.0,3.3,11.4,,,0.0,0
2005-07-01,26.1,22.9,29.3,13.0,2.8,8.6,,,0.0,0
2005-07-02,25.3,20.9,29.7,18.0,2.5,8.1,,,0.0,0
2005-07-03,26.1,21.3,30.9,19.0,2.8,7.8,,,0.0,0
2005-07-04,29.6,22.7,36.4,1.0,2.2,11.1,,,0.0,0
2005-07-05,26.4,23.6,29.1,11.0,3.6,11.1,,,0.0,0
2005-07-06,26.4,22.8,30.0,15.0,3.1,7.2,,,0.0,0
2005-07-07,25.8,21.4,30.1,12.0,2.8,7.8,,,0.0,0
2005-07-08,25.4,21.6,29.2,13.0,2.5,8.9,,,0.0,0
2005-07-09,,,,,3.1,,,,0.0,0
2005-07-10,25.4,22.4,28.4,15.0,3.1,8.6,,,0.0,0
2005-07-11,25.4,22.0,28.9,20.0,1.9,8.3,,,0.0,0
2005-07-12,25.5,21.0,30.0,14.0,2.8,7.2,,,0.0,0
2005-07-13,24.9,19.7,30.1,12.0,2.2,6.7,,,0.0,0
2005-07-14,25.7,20.5,30.9,15.0,3.1,7.8,,,0.0,0
2005-07-15,27.5,22.0,33.0,13.0,3.3,6.9,,,0.0,0
2005-07-16,29.6,23.0,36.3,7.0,2.8,7.8,,,0.0,0
2005-07-17,32.2,24.8,39.7,25.0,3.3,11.7,,,0.0,0
2005-07-18,31.4,25.5,37.2,29.0,5.6,13.1,,,0.0,0
2005-07-19,25.8,21.8,29.8,12.0,3.1,8.9,,,0.0,0
2005-07-20,27.8,23.3,32.2,19.0,2.5,7.5,,,0.0,0
2005-07-21,26.4,21.9,30.8,14.0,2.5,6.9,,,0.0,0
2005-07-22,29.4,20.1,38.7,31.0,1.9,11.7,,,0.0,0
2005-07-23,26.4,22.4,30.4,14.0,2.8,8.3,,,0.0,0
2005-07-24,32.0,24.9,39.2,26.0,3.1,8.9,,,0.0,0
2005-07-25,30.1,24.9,35.3,28.0,2.8,10.6,,,0.0,0
2005-07-26,27.9,23.7,32.1,27.0,3.9,8.6,,,0.0,0
2005-07-27,28.4,21.3,35.5,26.0,4.4,10.0,,,0.0,0
2005-07-28,28.6,23.2,34.0,26.0,3.9,9.2,,,0.0,0
2005-07-29,28.6,23.2,34.0,30.0,3.1,10.0,,,0.0,0
2005-07-30,27.4,21.6,33.3,26.0,3.9,8.6,,,0.0,0
2005-07-31,23.4,18.8,27.9,12.0,2.5,9.7,,,0.0,0
2005-08-01,24.8,21.5,28.2,11.0,2.5,7.5,,,0.0,0
2005-08-02,24.1,20.2,28.0,14.0,3.1,8.9,,,0.0,0
2005-08-03,25.9,22.9,28.9,13.0,3.9,10.8,,,0.0,0
2005-08-04,25.0,21.5,28.4,11.0,2.8,8.6,,,0.0,0
2005-08-05,25.3,19.9,30.7,12.0,2.2,7.2,,,0.0,0
2005-08-06,25.5,19.5,31.5,12.0,2.2,6.4,,,0.0,0
2005-08-07,26.1,20.8,31.4,12.0,2.8,6.7,,,0.0,0
2005-08-08,28.8,22.9,34.8,11.0,2.8,8.6,,,0.0,0
2005-08-09,27.8,22.9,32.6,7.0,3.9,8.9,,,0.0,0
2005-08-10,28.0,21.9,34.0,29.0,2.8,9.7,,,0.0,0
2005-08-11,27.9,22.0,33.8,27.0,3.6,10.3,,,0.0,0
2005-08-12,24.7,21.7,27.7,12.0,2.8,9.2,,,0.0,0
2005-08-13,25.2,20.2,30.2,13.0,2.8,8.9,,,0.0,0
2005-08-14,26.4,20.0,32.7,20.0,2.5,6.9,,,0.0,0
2005-08-15,25.8,20.0,31.6,13.0,2.2,7.2,,,0.0,0
2005-08-16,26.4,23.6,29.2,14.0,2.8,6.7,,,0.0,0
2005-08-17,26.9,23.8,30.0,13.0,2.2,7.8,,,0.0,0
2005-08-18,28.8,21.4,36.1,10.0,3.9,8.9,,,0.0,0
2005-08-19,25.5,23.3,27.7,13.0,1.9,7.8,,,0.8,1
2005-08-20,26.6,22.7,30.5,14.0,2.8,6.7,,,0.0,0
2005-08-21,26.0,22.1,30.0,11.0,3.1,9.7,,,0.0,0
2005-08-22,24.8,20.9,28.8,13.0,2.5,7.2,,,0.0,0
2005-08-23,24.2,18.8,29.7,34.0,2.2,7.5,,,0.0,0
2005-08-24,24.6,19.1,30.1,,1.9,,,,0.0,0
2005-08-25,,,,,,,,,0.0,0
2005-08-26,,,,,,,,,0.0,0
2005-08-27,28.0,24.0,32.1,26.0,2.8,7.8,,,0.0,0
2005-08-28,25.8,22.3,29.2,13.0,2.8,9.4,,,0.0,0
2005-08-29,26.4,22.9,29.9,12.0,2.2,8.3,,,0.0,0
2005-08-30,25.8,22.0,29.7,15.0,2.8,7.8,,,0.0,0
2005-08-31,25.1,20.7,29.5,14.0,2.2,6.9,,,0.0,0
2005-09-01,25.7,21.0,30.4,13.0,2.2,7.8,,,0.0,0
2005-09-02,25.3,21.2,29.4,13.0,2.5,7.8,,,0.0,0
2005-09-03,26.3,22.4,30.2,14.0,2.5,7.2,,,0.0,0
2005-09-04,25.0,20.2,29.8,14.0,2.2,7.2,,,0.0,0
2005-09-05,30.2,24.0,36.3,30.0,3.3,12.5,,,0.0,0
2005-09-06,26.0,21.6,30.3,31.0,3.1,11.9,,,0.6,1
2005-09-07,24.6,20.4,28.8,26.0,2.8,11.9,,,0.0,0
2005-09-08,25.8,19.9,31.7,27.0,2.8,11.4,,,0.0,0
2005-09-09,25.8,20.9,30.8,34.0,2.8,7.5,,,0.0,0
2005-09-10,26.6,22.1,31.1,32.0,2.2,10.3,,,0.0,0
2005-09-11,24.9,20.0,29.8,29.0,3.9,10.6,,,0.0,0
2005-09-12,24.2,19.7,28.7,27.0,2.5,6.1,,,0.0,0
2005-09-13,23.0,18.6,27.3,15.0,3.3,8.9,,,0.0,0
2005-09-14,22.8,19.3,26.3,10.0,3.3,12.5,,,0.0,0
2005-09-15,25.5,19.8,31.2,20.0,2.8,8.1,,,0.2,1
2005-09-16,26.0,18.8,33.3,23.0,2.5,10.8,,,0.0,0
2005-09-17,24.6,19.1,30.0,25.0,1.7,8.6,,,0.0,0
2005-09-18,24.2,19.9,28.6,29.0,2.2,9.2,,,0.0,0
2005-09-19,21.8,17.9,25.8,14.0,2.5,7.8,,,0.0,0
2005-09-20,21.8,16.2,27.5,16.0,2.2,6.1,,,0.0,0
2005-09-21,20.0,14.0,25.9,17.0,2.2,6.1,,,0.0,0
2005-09-22,20.1,14.5,25.7,14.0,1.4,5.3,,,0.0,0
2005-09-23,21.9,16.3,27.5,13.0,2.2,6.7,,,0.0,0
2005-09-24,20.4,15.5,25.2,15.0,2.8,6.9,,,0.0,0
2005-09-25,21.0,16.1,25.8,9.0,1.9,6.9,,,0.0,0
2005-09-26,22.4,19.7,25.1,11.0,3.1,9.2,,,0.0,0
2005-09-27,22.2,17.8,26.7,15.0,1.9,7.5,,,0.0,0
2005-09-28,23.0,17.5,28.6,14.0,3.1,7.8,,,0.0,0
2005-09-29,24.0,19.5,28.6,16.0,2.2,6.7,,,0.0,0
2005-09-30,22.0,17.4,26.6,14.0,2.8,7.5,,,0.0,0
2005-10-01,22.8,18.6,27.1,16.0,2.2,6.7,,,0.0,0
2005-10-02,20.4,16.0,24.8,12.0,2.5,6.9,,,0.0,0
2005-10-03,22.3,20.2,24.4,13.0,3.9,7.8,,,0.0,0
2005-10-04,21.4,18.7,24.2,11.0,3.1,7.2,,,0.0,0
2005-10-05,20.8,16.6,25.0,17.0,1.7,6.4,,,0.0,0
2005-10-06,20.2,15.4,24.9,16.0,2.2,6.4,,,0.0,0
2005-10-07,20.9,16.9,24.9,11.0,1.9,7.2,,,0.0,0
2005-10-08,21.8,17.5,26.0,13.0,1.9,7.2,,,0.0,0
2005-10-09,20.2,16.6,23.8,15.0,1.9,5.8,,,0.4,1
2005-10-10,20.0,16.4,23.5,8.0,1.1,10.0,,,8.2,1
2005-10-11,19.2,17.7,20.6,10.0,3.3,9.2,,,6.4,1
2005-10-12,21.8,16.6,27.1,30.0,1.4,8.1,,,1.1,1
2005-10-13,19.0,15.7,22.4,29.0,2.2,11.4,,,0.0,0
2005-10-14,18.5,13.5,23.5,19.0,1.4,7.5,,,0.0,0
2005-10-15,16.9,12.1,21.7,13.0,1.4,6.7,,,0.0,0
2005-10-16,19.0,13.7,24.4,15.0,1.9,6.1,,,0.0,0
2005-10-17,20.2,18.3,22.1,10.0,1.1,3.6,,,4.5,1
2005-10-18,19.3,17.0,21.6,13.0,1.1,3.9,,,0.0,0
2005-10-19,20.8,15.6,26.0,15.0,3.1,6.1,,,0.0,0
2005-10-20,18.4,13.8,23.1,10.0,1.7,6.4,,,0.0,0
2005-10-21,21.6,16.1,27.1,33.0,1.4,7.5,,,0.0,0
2005-10-22,21.0,16.3,25.7,30.0,2.5,6.9,,,0.0,0
2005-10-23,21.6,17.9,25.4,28.0,2.8,10.0,,,0.0,0
2005-10-24,18.5,14.2,22.8,14.0,2.2,8.6,,,0.0,0
2005-10-25,19.4,14.7,24.1,15.0,1.9,5.8,,,0.0,0
2005-10-26,19.1,14.9,23.3,13.0,1.9,6.7,,,0.0,0
2005-10-27,19.2,14.0,24.5,14.0,1.4,5.3,,,0.4,1
2005-10-28,20.6,17.9,23.3,11.0,3.1,9.7,,,1.2,1
2005-10-29,21.0,15.8,26.2,15.0,1.9,5.3,,,0.0,0
2005-10-30,20.4,17.2,23.6,14.0,1.9,6.4,,,1.7,1
2005-10-31,19.7,15.3,24.1,30.0,1.9,8.9,,,0.0,0
2005-11-01,17.9,13.5,22.3,14.0,2.2,7.5,,,0.0,0
2005-11-02,19.0,12.4,25.6,13.0,2.2,5.0,,,0.0,0
2005-11-03,18.0,12.6,23.4,29.0,1.7,6.7,,,0.0,0
2005-11-04,18.2,15.2,21.2,29.0,3.9,13.1,,,0.0,0
2005-11-05,16.5,12.5,20.5,12.0,2.5,9.2,,,0.0,0
2005-11-06,15.2,10.1,20.3,13.0,2.2,7.8,,,0.0,0
2005-11-07,16.2,10.1,22.2,16.0,1.9,5.8,,,0.0,0
2005-11-08,17.7,12.2,23.2,35.0,1.4,7.2,,,0.0,0
2005-11-09,16.2,12.9,19.6,31.0,3.3,11.1,,,0.0,0
2005-11-10,15.8,11.6,19.9,30.0,2.5,12.2,,,0.0,0
2005-11-11,13.7,8.5,18.9,14.0,2.8,8.1,,,6.2,1
2005-11-12,15.3,9.6,21.0,27.0,1.4,7.8,,,0.6,1
2005-11-13,13.2,9.6,16.9,1.0,1.9,7.5,,,16.4,1
2005-11-14,11.8,7.9,15.6,11.0,3.3,10.3,,,17.0,1
2005-11-15,12.3,8.4,16.2,26.0,1.7,7.2,,,1.4,1
2005-11-16,15.0,11.2,18.8,27.0,2.2,8.3,,,0.0,0
2005-11-17,16.3,11.2,21.4,32.0,1.9,6.9,,,0.0,0
2005-11-18,16.4,11.7,21.1,30.0,1.9,5.8,,,0.0,0
2005-11-19,14.4,10.1,18.7,12.0,3.3,11.9,,,0.0,0
2005-11-20,16.7,14.5,18.9,10.0,2.2,7.2,,,0.0,0
2005-11-21,17.4,14.7,20.1,7.0,1.1,7.8,,,2.1,1
2005-11-22,17.2,13.9,20.5,15.0,2.2,7.5,,,0.0,0
2005-11-23,15.6,13.3,17.9,11.0,2.2,9.4,,,0.3,1
2005-11-24,15.6,10.9,20.2,31.0,2.2,8.3,,,0.0,0
2005-11-25,14.2,8.6,19.9,34.0,1.9,10.6,,,1.7,1
2005-11-26,11.6,8.5,14.8,28.0,1.9,11.9,,,0.0,0
2005-11-27,10.6,7.0,14.3,29.0,2.8,10.6,,,0.0,0
2005-11-28,12.2,7.4,17.0,25.0,1.4,5.0,,,0.0,0
2005-11-29,13.8,9.2,18.5,25.0,1.1,6.4,,,0.0,0
2005-11-30,13.0,7.8,18.2,30.0,2.5,6.7,,,0.0,0
2005-12-01,11.9,5.3,18.5,32.0,1.4,4.7,,,0.0,0
2005-12-02,14.2,12.1,16.4,26.0,1.4,8.9,,,1.8,1
2005-12-03,16.2,12.0,20.4,34.0,1.4,10.3,,,0.1,1
2005-12-04,15.9,11.7,20.1,1.0,1.9,7.2,,,0.0,0
2005-12-05,16.6,13.7,19.6,28.0,1.4,8.9,,,0.0,0
2005-12-06,15.2,10.2,20.3,26.0,1.9,7.5,,,0.0,0
2005-12-07,13.8,9.3,18.4,14.0,2.8,6.7,,,0.0,0
2005-12-08,13.9,7.6,20.2,28.0,1.7,5.8,,,0.0,0
2005-12-09,16.3,10.2,22.4,27.0,2.5,5.6,,,0.0,0
2005-12-10,12.4,8.3,16.6,12.0,3.6,10.8,,,0.0,0
2005-12-11,12.0,6.2,17.7,14.0,2.5,7.8,,,0.0,0
2005-12-12,11.8,6.1,17.4,20.0,1.9,6.1,,,0.0,0
2005-12-13,11.6,7.1,16.0,11.0,1.9,6.4,,,0.0,0
2005-12-14,11.3,7.4,15.2,10.0,2.5,8.6,,,0.0,0
2005-12-15,,,,,2.5,,,,0.0,0
2005-12-16,13.0,8.4,17.5,22.0,1.4,5.8,,,0.0,0
2005-12-17,13.2,8.2,18.2,28.0,5.0,13.1,,,0.0,0
2005-12-18,14.5,9.5,19.5,26.0,1.9,8.1,,,0.0,0
2005-12-19,12.5,9.5,15.5,10.0,2.8,10.8,,,0.0,0
2005-12-20,14.0,12.3,15.8,15.0,2.8,11.1,,,0.0,0
2005-12-21,13.0,9.0,17.1,10.0,4.4,14.4,,,0.0,0
2005-12-22,15.4,14.0,16.8,15.0,6.9,17.2,,,0.0,0
2005-12-23,14.6,11.7,17.5,9.0,2.2,9.2,,,0.0,0
2005-12-24,11.8,9.8,13.7,13.0,0.8,3.6,,,0.6,1
2005-12-25,12.4,9.3,15.5,27.0,1.1,3.9,,,2.0,1
