fecha,tmed,tmin,tmax,dir,velmedia,racha,presMin,presMax,prec,rain
2001-01-01,11.6,6.8,16.4,13.0,2.5,6.4,,,8.4,1
2001-01-02,15.5,11.0,20.0,35.0,1.7,6.7,,,0.1,1
2001-01-03,14.4,9.0,19.8,20.0,1.9,5.6,,,0.0,0
2001-01-04,16.4,11.3,21.4,21.0,1.7,5.6,,,0.0,0
2001-01-05,15.9,11.7,20.1,27.0,2.2,13.3,,,3.3,1
2001-01-06,14.0,11.0,16.9,21.0,1.7,11.1,,,2.5,1
2001-01-07,11.0,7.8,14.2,35.0,3.1,10.8,,,0.0,0
2001-01-08,10.8,5.7,15.8,31.0,2.8,8.1,,,0.0,0
2001-01-09,9.4,3.3,15.5,13.0,1.9,5.3,,,0.3,1
2001-01-10,13.9,11.2,16.6,11.0,1.9,4.7,,,0.9,1
2001-01-11,13.4,10.4,16.4,23.0,1.9,10.3,,,17.9,1
2001-01-12,12.2,9.8,14.6,11.0,0.3,6.9,,,2.8,1
2001-01-13,13.2,9.7,16.8,1.0,2.8,10.3,,,0.0,0
2001-01-14,13.4,9.3,17.5,33.0,1.7,7.5,,,0.0,0
2001-01-15,12.8,7.7,18.0,31.0,2.5,7.5,,,0.0,0
2001-01-16,12.2,7.6,16.9,31.0,2.2,8.9,,,0.3,1
2001-01-17,12.8,9.4,16.2,2.0,1.7,9.7,,,0.0,0
2001-01-18,11.8,9.3,14.3,30.0,1.4,11.7,,,3.2,1
2001-01-19,12.5,9.9,15.1,32.0,3.6,14.2,,,0.0,0
2001-01-20,13.3,7.7,18.9,29.0,1.1,9.2,,,0.0,0
2001-01-21,11.1,4.8,17.4,34.0,1.7,5.3,,,0.0,0
2001-01-22,12.0,5.3,18.6,9.0,1.7,5.8,,,0.0,0
2001-01-23,16.0,9.2,22.7,20.0,1.1,5.0,,,0.0,0
2001-01-24,16.6,11.1,22.2,29.0,1.9,10.8,,,0.5,1
2001-01-25,,,,,2.2,,,,0.7,1
2001-01-26,,,,,,,,,0.0,0
2001-01-27,,,,,,,,,1.8,1
2001-01-28,,,,,,,,,0.0,0
2001-01-29,,,,,,,,,0.0,0
2001-01-30,12.5,7.8,17.2,35.0,3.9,11.1,,,0.0,0
2001-01-31,15.0,9.5,20.4,3.0,2.8,10.6,,,0.0,0
2001-02-01,16.7,12.4,21.0,30.0,4.2,9.7,,,0.0,0
2001-02-02,,,,,,,,,0.0,0
2001-02-03,13.7,9.0,18.4,8.0,1.9,5.0,,,0.0,0
2001-02-04,14.0,9.4,18.7,30.0,2.2,9.7,,,0.0,0
2001-02-05,16.0,10.4,21.7,2.0,1.7,6.1,,,0.0,0
2001-02-06,13.0,7.3,18.7,15.0,2.2,6.7,,,0.0,0
2001-02-07,14.6,10.4,18.7,25.0,4.2,12.8,,,1.3,1
2001-02-08,13.4,9.5,17.2,32.0,2.2,12.2,,,0.1,1
2001-02-09,13.3,8.4,18.2,,2.8,,,,0.0,0
2001-02-10,16.9,11.4,22.4,31.0,2.5,9.2,,,0.0,0
2001-02-11,14.2,9.3,19.0,13.0,3.3,10.3,,,0.0,0
2001-02-12,14.0,8.5,19.6,14.0,1.9,7.2,,,0.0,0
2001-02-13,15.4,6.7,24.2,4.0,2.2,10.3,,,0.0,0
2001-02-14,15.1,11.3,18.9,30.0,2.5,10.8,,,1.7,1
2001-02-15,12.3,9.0,15.6,15.0,2.2,8.6,,,0.9,1
2001-02-16,12.6,6.9,18.4,17.0,2.2,5.3,,,0.0,0
2001-02-17,13.4,7.0,19.8,18.0,2.2,6.4,,,0.0,0
2001-02-18,13.9,7.1,20.7,14.0,2.2,13.3,,,11.7,1
2001-02-19,13.0,10.2,15.7,13.0,6.7,17.5,,,0.0,0
2001-02-20,13.0,9.7,16.4,17.0,2.5,10.3,,,0.0,0
2001-02-21,13.4,8.0,18.7,19.0,2.2,5.0,,,0.0,0
2001-02-22,13.5,7.0,20.0,34.0,1.9,5.6,,,0.0,0
2001-02-23,17.1,11.1,23.1,30.0,2.2,15.6,,,0.0,0
2001-02-24,13.8,9.2,18.5,31.0,2.2,8.1,,,0.0,0
2001-02-25,14.4,9.4,19.5,20.0,1.1,10.3,,,0.0,0
2001-02-26,12.4,7.6,17.3,18.0,2.2,6.9,,,1.0,1
2001-02-27,11.6,7.7,15.6,,3.6,,,,0.0,0
2001-02-28,11.8,9.0,14.5,32.0,3.1,10.8,,,0.0,0
2001-03-01,12.8,9.1,16.6,24.0,3.1,10.0,,,11.2,1
2001-03-02,17.0,14.6,19.3,25.0,2.2,25.8,,,9.2,1
2001-03-03,16.2,12.9,19.5,26.0,2.5,12.5,,,2.7,1
2001-03-04,16.8,13.3,20.2,25.0,4.2,11.1,,,3.0,1
2001-03-05,17.8,14.4,21.2,19.0,1.7,5.8,,,0.0,0
2001-03-06,18.6,13.2,24.1,15.0,2.5,5.6,,,0.0,0
2001-03-07,17.0,14.4,19.7,26.0,3.3,13.9,,,0.4,1
2001-03-08,14.8,11.3,18.3,29.0,1.7,4.4,,,0.0,0
2001-03-09,17.0,11.7,22.3,33.0,1.7,10.3,,,0.0,0
2001-03-10,20.1,16.5,23.7,34.0,2.2,11.1,,,0.0,0
2001-03-11,18.6,13.5,23.7,29.0,1.9,7.5,,,0.0,0
2001-03-12,17.2,10.8,23.5,2.0,1.9,11.9,,,0.0,0
2001-03-13,15.1,10.4,19.8,12.0,3.9,12.2,,,0.0,0
2001-03-14,13.8,8.2,19.4,14.0,2.2,7.8,,,0.0,0
2001-03-15,13.0,6.9,19.1,13.0,2.8,7.2,,,0.0,0
2001-03-16,17.0,12.5,21.5,26.0,1.4,11.1,,,0.0,0
2001-03-17,16.1,11.6,20.6,30.0,1.4,7.5,,,0.0,0
2001-03-18,16.4,11.3,21.5,29.0,3.6,10.3,,,0.0,0
2001-03-19,17.0,12.3,21.8,31.0,2.5,8.6,,,0.0,0
2001-03-20,16.6,10.3,23.0,12.0,2.2,5.8,,,0.0,0
2001-03-21,19.0,12.5,25.5,27.0,1.4,5.0,,,0.0,0
2001-03-22,20.6,15.0,26.1,16.0,1.9,5.3,,,0.0,0
2001-03-23,20.8,13.0,28.5,14.0,1.7,5.8,,,0.0,0
2001-03-24,18.0,12.6,23.4,25.0,0.8,10.6,,,0.0,0
2001-03-25,16.0,11.4,20.7,20.0,1.4,6.9,,,0.0,0
2001-03-26,14.0,10.1,18.0,14.0,1.7,5.8,,,5.1,1
2001-03-27,15.7,9.9,21.5,21.0,2.5,9.2,,,0.0,0
2001-03-28,16.8,12.1,21.6,31.0,2.5,10.8,,,0.0,0
2001-03-29,15.8,12.3,19.4,33.0,4.7,13.1,,,0.0,0
2001-03-30,18.4,14.1,22.6,4.0,3.1,13.1,,,0.0,0
2001-03-31,20.2,15.3,25.1,12.0,3.3,10.8,,,0.0,0
2001-04-01,15.9,12.3,19.5,15.0,1.7,7.8,,,0.0,0
2001-04-02,16.0,10.3,21.8,20.0,2.2,7.2,,,0.0,0
2001-04-03,15.8,10.9,20.6,19.0,1.7,7.5,,,0.0,0
2001-04-04,18.1,12.3,23.9,35.0,3.3,11.1,,,0.0,0
2001-04-05,20.8,15.0,26.6,26.0,2.5,9.7,,,0.0,0
2001-04-06,21.8,16.1,27.5,32.0,2.2,11.7,,,0.0,0
2001-04-07,20.2,16.6,23.8,34.0,3.1,16.7,,,0.0,0
2001-04-08,18.8,13.0,24.5,21.0,4.2,11.7,,,0.0,0
2001-04-09,16.6,9.6,23.6,15.0,2.5,7.2,,,0.0,0
2001-04-10,16.7,10.0,23.4,14.0,2.5,7.2,,,0.0,0
2001-04-11,20.0,14.5,25.6,17.0,1.7,7.2,,,0.0,0
2001-04-12,16.6,12.7,20.6,15.0,3.3,9.2,,,0.0,0
2001-04-13,15.9,10.1,21.7,18.0,2.5,7.2,,,0.0,0
2001-04-14,14.9,9.1,20.7,17.0,2.8,8.1,,,0.0,0
2001-04-15,15.8,10.4,21.1,19.0,2.5,7.2,,,0.0,0
2001-04-16,15.1,8.9,21.3,14.0,2.8,6.9,,,0.0,0
2001-04-17,20.4,14.9,25.9,34.0,2.2,10.0,,,0.0,0
2001-04-18,18.2,12.3,24.2,31.0,2.2,9.2,,,0.0,0
2001-04-19,18.3,15.0,21.6,12.0,2.2,7.2,,,0.0,0
2001-04-20,18.4,12.7,24.2,27.0,4.7,12.2,,,0.0,0
2001-04-21,17.9,11.0,24.8,28.0,2.2,12.2,,,0.0,0
2001-04-22,19.5,12.1,26.9,29.0,1.9,11.7,,,0.0,0
2001-04-23,22.8,16.3,29.3,29.0,2.8,10.0,,,0.0,0
2001-04-24,20.8,16.0,25.5,1.0,3.1,8.6,,,0.0,0
2001-04-25,22.4,17.2,27.5,29.0,4.4,10.8,,,0.0,0
2001-04-26,17.4,14.0,20.9,17.0,1.7,8.3,,,0.0,0
2001-04-27,19.2,12.2,26.3,32.0,2.5,10.3,,,0.2,1
2001-04-28,18.4,14.9,21.9,15.0,2.8,8.9,,,0.0,0
2001-04-29,18.0,12.9,23.2,13.0,3.3,10.0,,,0.0,0
2001-04-30,16.0,10.8,21.2,34.0,3.1,11.7,,,0.0,0
2001-05-01,15.4,10.1,20.6,25.0,2.5,10.0,,,0.0,0
2001-05-02,15.8,12.1,19.6,24.0,3.3,9.7,,,2.2,1
2001-05-03,13.4,11.4,15.5,30.0,2.2,8.6,,,7.5,1
2001-05-04,16.8,10.9,22.7,2.0,2.8,11.4,,,0.0,0
2001-05-05,17.4,11.0,23.9,21.0,1.4,7.8,,,0.0,0
2001-05-06,18.1,11.5,24.7,3.0,2.8,10.6,,,7.8,1
2001-05-07,17.8,11.9,23.8,29.0,3.3,7.5,,,0.0,0
2001-05-08,16.8,14.4,19.1,13.0,3.6,8.9,,,0.0,0
2001-05-09,17.7,13.3,22.1,17.0,2.5,7.8,,,0.0,0
2001-05-10,18.2,13.3,23.1,33.0,2.2,9.2,,,0.0,0
2001-05-11,19.1,13.2,25.0,29.0,3.3,8.1,,,0.0,0
2001-05-12,18.2,11.3,25.2,10.0,2.8,6.4,,,0.0,0
2001-05-13,21.0,14.8,27.2,29.0,2.8,8.3,,,0.0,0
2001-05-14,20.2,14.3,26.1,22.0,2.5,9.7,,,0.0,0
2001-05-15,23.4,18.3,28.4,21.0,1.9,8.3,,,0.0,0
2001-05-16,21.9,16.8,27.0,15.0,3.3,7.2,,,0.0,0
2001-05-17,23.0,17.5,28.5,18.0,2.8,7.5,,,0.0,0
2001-05-18,20.6,17.5,23.8,15.0,2.5,6.7,,,21.7,1
2001-05-19,16.5,14.2,18.8,14.0,1.4,7.8,,,3.2,1
2001-05-20,,,,,,,,,0.0,0
2001-05-21,,,,,2.5,,,,0.0,0
2001-05-22,19.8,15.8,23.8,8.0,3.1,8.6,,,0.0,0
2001-05-23,20.6,16.7,24.5,13.0,2.8,6.4,,,0.0,0
2001-05-24,20.8,16.5,25.0,15.0,2.5,6.7,,,0.0,0
2001-05-25,20.8,15.5,26.2,13.0,2.8,6.1,,,0.0,0
2001-05-26,23.7,17.7,29.7,12.0,3.1,7.5,,,0.0,0
2001-05-27,22.8,18.3,27.3,12.0,3.9,13.1,,,0.0,0
2001-05-28,22.9,17.3,28.5,19.0,2.8,8.1,,,0.0,0
2001-05-29,21.8,15.8,27.7,12.0,2.5,7.5,,,0.0,0
2001-05-30,22.3,16.3,28.3,18.0,3.1,7.2,,,0.0,0
2001-05-31,21.6,16.5,26.6,15.0,2.5,6.7,,,0.0,0
2001-06-01,22.0,17.9,26.1,15.0,2.5,7.5,,,0.0,0
2001-06-02,21.4,17.0,25.8,15.0,1.4,6.1,,,0.0,0
2001-06-03,29.0,21.5,36.5,12.0,2.5,6.7,,,0.0,0
2001-06-04,24.9,20.7,29.1,13.0,3.6,12.8,,,0.0,0
2001-06-05,21.8,18.2,25.5,15.0,1.7,8.1,,,0.0,0
2001-06-06,,,,,3.3,,,,0.0,0
2001-06-07,,,,,,,,,0.0,0
2001-06-08,21.8,18.1,25.5,15.0,3.1,7.8,,,0.0,0
2001-06-09,25.8,19.0,32.7,30.0,3.9,10.6,,,0.0,0
2001-06-10,25.7,20.4,31.0,30.0,2.5,11.4,,,0.0,0
2001-06-11,24.0,20.3,27.8,21.0,3.6,9.7,,,0.0,0
2001-06-12,,,,,2.8,,,,0.0,0
2001-06-13,21.4,16.8,25.9,19.0,2.2,6.9,,,0.0,0
2001-06-14,23.2,18.7,27.8,15.0,2.8,6.4,,,0.0,0
2001-06-15,27.4,18.9,36.0,34.0,2.8,10.3,,,0.0,0
2001-06-16,25.5,20.2,30.8,31.0,3.6,12.8,,,0.0,0
2001-06-17,25.8,20.4,31.2,28.0,3.6,8.3,,,0.0,0
2001-06-18,22.3,17.8,26.8,16.0,3.6,9.4,,,0.0,0
2001-06-19,23.2,20.1,26.2,20.0,3.6,9.2,,,0.0,0
2001-06-20,22.8,17.6,28.1,18.0,2.2,7.5,,,0.0,0
2001-06-21,22.8,17.3,28.2,12.0,2.8,6.1,,,0.0,0
2001-06-22,25.9,18.9,32.9,16.0,2.2,6.1,,,0.0,0
2001-06-23,26.0,19.2,32.7,15.0,2.5,6.1,,,0.0,0
2001-06-24,28.2,21.7,34.8,19.0,1.7,6.9,,,0.0,0
2001-06-25,26.8,21.0,32.6,11.0,3.1,6.4,,,0.0,0
2001-06-26,31.6,23.3,40.0,28.0,3.6,10.8,,,0.0,0
2001-06-27,26.9,22.1,31.7,31.0,4.7,13.1,,,0.0,0
2001-06-28,25.6,21.6,29.7,15.0,4.4,11.7,,,0.0,0
2001-06-29,24.4,20.1,28.6,20.0,2.2,8.6,,,0.0,0
2001-06-30,25.4,20.0,30.9,13.0,2.5,7.8,,,0.0,0
2001-07-01,23.8,18.1,29.4,21.0,2.2,8.6,,,0.0,0
2001-07-02,24.8,18.7,31.0,21.0,2.5,7.2,,,0.0,0
2001-07-03,24.8,19.6,30.1,14.0,2.8,7.5,,,0.0,0
2001-07-04,28.8,21.0,36.7,21.0,2.2,9.7,,,0.0,0
2001-07-05,25.8,19.9,31.8,31.0,2.5,10.8,,,0.0,0
2001-07-06,24.6,20.1,29.2,31.0,2.8,10.3,,,0.0,0
2001-07-07,24.6,20.2,28.9,30.0,4.2,8.3,,,0.0,0
2001-07-08,23.4,18.4,28.3,13.0,3.3,8.1,,,0.0,0
2001-07-09,28.2,22.0,34.5,30.0,2.8,10.3,,,0.0,0
2001-07-10,24.4,21.3,27.6,14.0,3.1,9.2,,,0.0,0
2001-07-11,25.7,19.4,32.0,15.0,2.8,7.5,,,0.0,0
2001-07-12,24.6,19.9,29.3,14.0,2.5,6.7,,,0.0,0
2001-07-13,24.4,20.4,28.5,14.0,2.5,6.7,,,0.0,0
2001-07-14,30.7,24.9,36.5,33.0,4.2,10.8,,,0.0,0
2001-07-15,27.8,23.0,32.6,31.0,2.5,9.2,,,0.0,0
2001-07-16,28.0,21.4,34.6,2.0,2.5,8.6,,,0.0,0
2001-07-17,25.2,21.3,29.2,29.0,2.8,7.5,,,0.0,0
2001-07-18,29.2,24.4,34.1,30.0,2.2,11.9,,,0.0,0
2001-07-19,25.0,18.7,31.3,1.0,3.3,15.8,,,0.0,0
2001-07-20,23.2,17.9,28.6,13.0,3.6,10.8,,,0.0,0
2001-07-21,24.0,20.2,27.8,12.0,2.2,8.9,,,0.0,0
2001-07-22,24.5,21.1,27.9,12.0,2.5,9.4,,,0.0,0
2001-07-23,25.4,21.6,29.3,15.0,2.5,8.1,,,0.0,0
2001-07-24,25.1,20.3,29.9,13.0,3.1,9.7,,,0.0,0
2001-07-25,26.5,21.8,31.2,12.0,3.6,8.3,,,0.0,0
2001-07-26,23.5,19.1,27.9,15.0,2.2,6.9,,,0.0,0
2001-07-27,23.6,19.5,27.8,13.0,2.5,7.2,,,0.0,0
2001-07-28,24.8,22.2,27.5,13.0,3.3,8.6,,,0.0,0
2001-07-29,24.7,20.8,28.6,20.0,1.9,8.6,,,0.0,0
2001-07-30,25.6,23.4,27.7,27.0,3.6,9.4,,,0.0,0
2001-07-31,28.3,23.9,32.7,9.0,2.5,8.3,,,0.0,0
2001-08-01,29.9,23.9,35.9,8.0,3.1,9.7,,,0.0,0
2001-08-02,30.2,23.7,36.8,34.0,2.5,9.2,,,0.0,0
2001-08-03,30.6,24.1,37.1,28.0,4.4,11.4,,,0.0,0
2001-08-04,25.5,22.6,28.4,14.0,3.1,8.6,,,0.0,0
2001-08-05,26.9,23.0,30.8,18.0,2.2,7.2,,,0.0,0
2001-08-06,25.8,22.2,29.3,18.0,2.2,7.2,,,0.0,0
2001-08-07,26.6,21.9,31.3,14.0,2.2,7.2,,,0.0,0
2001-08-08,,,,15.0,2.2,8.3,,,0.0,0
2001-08-09,26.0,21.1,31.0,10.0,2.8,8.3,,,0.0,0
2001-08-10,26.3,22.2,30.4,16.0,3.6,8.6,,,0.0,0
2001-08-11,26.6,24.2,28.9,15.0,3.1,8.1,,,0.0,0
2001-08-12,26.2,22.1,30.3,17.0,3.3,8.3,,,0.0,0
2001-08-13,26.5,23.2,29.8,16.0,3.1,7.2,,,0.0,0
2001-08-14,26.0,21.3,30.7,20.0,2.5,7.5,,,0.0,0
2001-08-15,27.0,23.4,30.6,28.0,1.9,8.9,,,0.0,0
2001-08-16,30.2,25.0,35.3,29.0,4.2,10.6,,,0.2,1
2001-08-17,28.6,21.9,35.3,28.0,3.9,9.4,,,0.0,0
2001-08-18,26.6,21.3,31.9,12.0,2.5,8.6,,,0.0,0
2001-08-19,27.0,21.4,32.6,12.0,2.5,7.8,,,0.0,0
2001-08-20,27.8,22.3,33.4,30.0,2.5,6.9,,,0.0,0
2001-08-21,25.4,20.4,30.3,15.0,2.2,6.9,,,0.0,0
2001-08-22,23.6,20.2,27.0,16.0,2.5,6.7,,,0.0,0
2001-08-23,27.0,21.4,32.7,15.0,3.1,6.7,,,0.0,0
2001-08-24,25.4,20.7,30.1,16.0,2.5,9.2,,,0.0,0
2001-08-25,27.2,23.6,30.8,20.0,3.1,9.7,,,0.3,1
2001-08-26,26.4,21.8,31.1,14.0,1.9,7.8,,,0.0,0
2001-08-27,27.6,24.9,30.2,15.0,2.8,8.6,,,0.0,0
2001-08-28,26.8,23.0,30.7,12.0,2.8,7.5,,,0.0,0
2001-08-29,27.7,21.4,34.0,28.0,3.3,10.8,,,0.0,0
2001-08-30,29.2,23.6,34.8,30.0,3.3,9.7,,,0.0,0
2001-08-31,27.4,22.0,32.7,27.0,3.6,7.8,,,0.0,0
2001-09-01,24.2,20.3,28.1,16.0,2.2,8.1,,,0.0,0
2001-09-02,25.8,22.1,29.5,16.0,1.9,7.8,,,0.0,0
2001-09-03,26.9,23.7,30.1,17.0,2.2,6.7,,,0.0,0
2001-09-04,26.6,20.8,32.3,20.0,2.8,8.1,,,0.0,0
2001-09-05,24.1,20.9,27.3,15.0,2.8,7.2,,,0.0,0
2001-09-06,25.0,20.7,29.2,10.0,2.8,8.3,,,0.0,0
2001-09-07,25.2,20.9,29.4,13.0,3.9,8.6,,,0.0,0
2001-09-08,24.7,21.3,28.1,16.0,2.2,7.8,,,0.0,0
2001-09-09,25.0,18.5,31.6,19.0,2.8,6.7,,,0.0,0
2001-09-10,27.3,19.9,34.7,12.0,2.8,10.8,,,0.0,0
2001-09-11,25.0,21.7,28.3,15.0,3.1,8.3,,,0.0,0
2001-09-12,24.6,21.3,27.8,17.0,2.5,7.5,,,0.0,0
2001-09-13,23.8,19.3,28.3,19.0,2.5,6.7,,,0.0,0
2001-09-14,26.2,18.4,34.0,25.0,3.1,7.8,,,0.0,0
2001-09-15,24.2,19.9,28.5,15.0,2.8,8.1,,,0.0,0
2001-09-16,25.4,21.2,29.5,19.0,1.9,7.5,,,0.0,0
2001-09-17,27.2,20.5,33.9,3.0,1.9,8.9,,,0.0,0
2001-09-18,24.0,21.7,26.3,12.0,3.1,10.0,,,0.0,0
2001-09-19,22.4,19.3,25.4,5.0,2.8,11.7,,,25.9,1
2001-09-20,23.0,18.6,27.5,15.0,2.2,6.4,,,0.4,1
2001-09-21,24.8,22.3,27.2,15.0,3.3,8.6,,,17.8,1
2001-09-22,21.3,19.4,23.2,16.0,1.9,10.6,,,40.2,1
2001-09-23,22.6,18.3,26.9,30.0,2.5,9.2,,,0.0,0
2001-09-24,21.6,16.4,26.8,23.0,1.7,6.9,,,0.0,0
2001-09-25,22.7,17.4,28.0,28.0,3.9,8.9,,,0.0,0
2001-09-26,20.6,15.8,25.4,15.0,1.9,7.8,,,0.0,0
2001-09-27,21.6,16.3,27.0,19.0,1.9,7.2,,,6.0,1
2001-09-28,22.2,20.0,24.3,13.0,2.5,7.5,,,11.4,1
2001-09-29,21.7,18.5,24.9,34.0,1.1,6.1,,,0.0,0
2001-09-30,23.0,18.3,27.8,18.0,2.2,5.3,,,0.0,0
2001-10-01,22.0,18.3,25.8,16.0,2.5,5.3,,,0.0,0
2001-10-02,22.3,17.5,27.1,12.0,1.9,5.0,,,0.0,0
2001-10-03,22.3,17.7,26.9,26.0,1.7,5.0,,,0.0,0
2001-10-04,23.8,19.7,27.8,20.0,1.4,7.8,,,0.0,0
2001-10-05,23.6,18.4,28.9,1.0,2.2,6.4,,,0.0,0
2001-10-06,22.6,16.8,28.5,27.0,1.7,11.7,,,7.5,1
2001-10-07,21.3,17.8,24.8,30.0,2.2,10.3,,,0.0,0
2001-10-08,21.9,17.4,26.4,28.0,2.8,8.9,,,0.0,0
2001-10-09,20.6,16.3,24.8,31.0,2.5,7.8,,,0.0,0
2001-10-10,16.8,15.0,18.6,12.0,3.1,11.1,,,20.1,1
2001-10-11,21.4,15.5,27.3,12.0,5.6,21.1,,,3.3,1
2001-10-12,21.6,17.3,25.8,13.0,1.9,15.6,,,5.0,1
2001-10-13,20.0,14.2,25.7,15.0,1.7,11.9,,,0.0,0
2001-10-14,19.6,15.0,24.3,13.0,1.4,4.4,,,0.0,0
2001-10-15,21.6,17.0,26.1,14.0,1.7,5.6,,,0.0,0
2001-10-16,,,,,1.7,,,,0.0,0
2001-10-17,21.5,18.1,24.9,19.0,1.7,6.1,,,0.0,0
2001-10-18,21.6,17.1,26.0,12.0,2.8,7.8,,,0.0,0
2001-10-19,19.8,17.5,22.2,20.0,2.8,7.8,,,22.3,1
2001-10-20,19.6,16.5,22.8,18.0,1.7,5.8,,,1.9,1
2001-10-21,19.3,15.3,23.3,32.0,0.6,3.6,,,0.0,0
2001-10-22,19.8,14.2,25.3,16.0,1.7,4.7,,,0.0,0
2001-10-23,22.8,17.5,28.0,28.0,3.3,8.3,,,0.0,0
2001-10-24,18.8,13.7,23.9,17.0,2.5,7.2,,,0.0,0
2001-10-25,19.7,15.6,23.8,17.0,1.7,6.1,,,0.0,0
2001-10-26,19.7,15.8,23.6,20.0,1.7,4.7,,,0.0,0
2001-10-27,19.0,15.0,23.1,19.0,1.7,4.7,,,0.0,0
2001-10-28,20.2,17.2,23.2,16.0,2.2,8.9,,,0.0,0
2001-10-29,21.2,15.4,26.9,13.0,1.4,6.7,,,0.0,0
2001-10-30,19.7,14.0,25.4,13.0,1.7,5.8,,,0.0,0
2001-10-31,21.2,14.4,27.9,31.0,2.2,5.6,,,0.0,0
2001-11-01,19.1,13.4,24.8,18.0,1.7,5.3,,,0.0,0
2001-11-02,18.4,16.1,20.8,11.0,2.8,10.6,,,0.0,0
2001-11-03,18.7,16.4,21.0,14.0,1.9,7.2,,,0.0,0
2001-11-04,16.9,15.4,18.4,13.0,2.2,7.2,,,44.4,1
2001-11-05,18.2,16.9,19.6,15.0,3.1,12.8,,,18.6,1
2001-11-06,18.6,15.7,21.4,16.0,2.2,6.9,,,0.3,1
2001-11-07,19.6,16.5,22.6,28.0,1.1,6.7,,,0.0,0
2001-11-08,19.3,14.9,23.7,30.0,1.9,6.9,,,0.0,0
2001-11-09,14.2,10.5,17.9,5.0,4.2,18.6,,,0.0,0
2001-11-10,9.9,6.2,13.6,4.0,3.6,13.9,,,0.0,0
2001-11-11,8.3,4.8,11.8,32.0,3.6,9.7,,,0.0,0
2001-11-12,11.8,7.4,16.3,30.0,4.2,13.3,,,0.0,0
2001-11-13,13.6,7.9,19.4,30.0,4.2,12.2,,,0.0,0
2001-11-14,13.2,9.1,17.3,2.0,4.2,16.7,,,0.0,0
2001-11-15,9.0,5.6,12.3,35.0,2.8,10.6,,,0.0,0
2001-11-16,10.2,4.4,15.9,19.0,1.4,5.3,,,0.0,0
2001-11-17,13.2,8.1,18.4,18.0,1.7,5.3,,,0.0,0
2001-11-18,12.1,6.1,18.1,21.0,1.9,4.4,,,0.0,0
2001-11-19,14.7,9.8,19.6,26.0,2.8,8.1,,,0.0,0
2001-11-20,12.3,7.1,17.5,13.0,2.2,9.7,,,0.0,0
2001-11-21,14.9,13.3,16.5,15.0,0.0,10.8,,,1.5,1
2001-11-22,14.6,13.1,16.1,2.0,1.4,4.7,,,0.5,1
2001-11-23,16.2,13.5,19.0,22.0,1.7,5.6,,,0.0,0
2001-11-24,15.6,13.6,17.7,16.0,2.8,8.6,,,1.2,1
2001-11-25,13.7,10.7,16.7,12.0,0.0,4.2,,,0.6,1
2001-11-26,14.0,9.0,18.9,24.0,1.1,3.9,,,0.0,0
2001-11-27,16.3,11.9,20.7,29.0,1.7,5.8,,,0.0,0
2001-11-28,14.8,9.9,19.8,21.0,0.0,5.0,,,0.0,0
2001-11-29,13.8,8.4,19.3,35.0,1.7,4.7,,,0.0,0
2001-11-30,13.7,7.8,19.6,28.0,1.1,4.2,,,0.0,0
2001-12-01,16.0,9.7,22.3,29.0,2.5,7.5,,,0.0,0
2001-12-02,13.0,7.7,18.4,15.0,1.9,6.7,,,0.0,0
2001-12-03,14.9,11.6,18.2,14.0,1.1,5.6,,,0.0,0
2001-12-04,15.4,10.6,20.3,18.0,0.6,4.4,,,0.0,0
2001-12-05,14.6,10.1,19.0,35.0,0.8,3.9,,,0.0,0
2001-12-06,12.7,6.0,19.4,17.0,1.4,5.0,,,0.0,0
2001-12-07,12.6,6.1,19.0,1.0,1.4,5.0,,,0.0,0
2001-12-08,14.2,10.7,17.7,15.0,0.8,5.0,,,0.0,0
2001-12-09,15.6,14.2,16.9,14.0,6.1,14.2,,,0.0,0
2001-12-10,15.2,14.1,16.4,13.0,6.1,13.6,,,0.6,1
2001-12-11,14.2,13.3,15.0,14.0,5.6,13.3,,,3.9,1
2001-12-12,12.7,11.3,14.1,14.0,1.7,12.5,,,0.5,1
2001-12-13,14.2,11.6,16.8,26.0,0.6,4.7,,,0.0,0
2001-12-14,15.8,12.2,19.3,15.0,2.2,8.3,,,2.8,1
2001-12-15,11.3,6.4,16.2,30.0,3.9,10.6,,,5.5,1
2001-12-16,8.8,6.6,11.1,16.0,1.7,6.1,,,2.2,1
2001-12-17,11.4,9.2,13.6,14.0,6.7,20.8,,,4.9,1
2001-12-18,12.2,10.9,13.6,14.0,1.9,16.9,,,0.9,1
2001-12-19,13.8,10.3,17.3,14.0,1.7,6.9,,,8.0,1
2001-12-20,11.6,7.4,15.8,12.0,1.4,8.6,,,0.1,1
2001-12-21,13.4,12.3,14.4,15.0,3.1,8.6,,,0.0,0
2001-12-22,12.5,10.7,14.3,13.0,1.4,5.6,,,1.2,1
2001-12-23,12.7,10.6,14.8,30.0,2.5,8.1,,,5.7,1
2001-12-24,11.2,9.5,13.0,15.0,6.4,15.0,,,6.4,1
2001-12-25,10.6,8.1,13.0,13.0,0.8,12.2,,,0.0,0
2001-12-26,11.8,7.4,16.1,32.0,2.2,10.3,,,0.0,0
2001-12-27,12.2,6.7,17.7,20.0,1.4,5.8,,,0.0,0
2001-12-28,11.6,5.8,17.3,34.0,0.8,4.4,,,0.0,0
2001-12-29,11.4,3.6,19.3,33.0,1.4,6.4,,,0.0,0
